X,Y,Z
-0.999239,-0.0348942,0.0174537
-0.998782,-0.0348782,0.0349008
-0.998021,-0.0348516,0.0523372
-0.996956,-0.0348145,0.0697577
-0.995588,-0.0347667,0.087157
-0.993916,-0.0347083,0.10453
-0.991941,-0.0346393,0.121871
-0.989665,-0.0345598,0.139174
-0.987086,-0.0344698,0.156436
-0.984208,-0.0343693,0.173649
-0.981029,-0.0342583,0.19081
-0.977552,-0.0341368,0.207913
-0.973776,-0.034005,0.224952
-0.969704,-0.0338628,0.241923
-0.965337,-0.0337103,0.25882
-0.960676,-0.0335475,0.275638
-0.955722,-0.0333745,0.292373
-0.950477,-0.0331914,0.309018
-0.944942,-0.0329981,0.325569
-0.93912,-0.0327948,0.342021
-0.933011,-0.0325814,0.358369
-0.926619,-0.0323582,0.374608
-0.919944,-0.0321251,0.390732
-0.912989,-0.0318822,0.406738
-0.905755,-0.0316296,0.422619
-0.898246,-0.0313674,0.438372
-0.890463,-0.0310956,0.453991
-0.882409,-0.0308144,0.469472
-0.874086,-0.0305237,0.48481
-0.865497,-0.0302238,0.500001
-0.856645,-0.0299147,0.515039
-0.847531,-0.0295964,0.52992
-0.838159,-0.0292691,0.54464
-0.828532,-0.028933,0.559194
-0.818653,-0.028588,0.573577
-0.808524,-0.0282342,0.587786
-0.798149,-0.0278719,0.601816
-0.78753,-0.0275011,0.615662
-0.776672,-0.027122,0.629321
-0.765577,-0.0267345,0.642788
-0.754249,-0.0263389,0.65606
-0.742692,-0.0259353,0.669131
-0.730908,-0.0255238,0.681999
-0.718901,-0.0251046,0.694659
-0.706676,-0.0246776,0.707107
-0.694235,-0.0242432,0.71934
-0.681582,-0.0238014,0.731354
-0.668723,-0.0233523,0.743145
-0.655659,-0.0228961,0.75471
-0.642396,-0.0224329,0.766045
-0.628937,-0.0219629,0.777146
-0.615286,-0.0214862,0.788011
-0.601448,-0.021003,0.798636
-0.587427,-0.0205134,0.809017
-0.573227,-0.0200175,0.819152
-0.558852,-0.0195155,0.829038
-0.544307,-0.0190076,0.838671
-0.529596,-0.0184939,0.848048
-0.514724,-0.0179745,0.857168
-0.499695,-0.0174497,0.866026
-0.484514,-0.0169196,0.87462
-0.469185,-0.0163843,0.882948
-0.453714,-0.015844,0.891007
-0.438104,-0.0152989,0.898794
-0.42236,-0.0147491,0.906308
-0.406489,-0.0141949,0.913546
-0.390493,-0.0136363,0.920505
-0.374378,-0.0130736,0.927184
-0.358149,-0.0125068,0.933581
-0.341812,-0.0119363,0.939693
-0.32537,-0.0113621,0.945519
-0.308828,-0.0107845,0.951057
-0.292193,-0.0102036,0.956305
-0.275469,-0.00961959,0.961262
-0.258661,-0.00903264,0.965926
-0.241774,-0.00844294,0.970296
-0.224814,-0.00785067,0.97437
-0.207785,-0.007256,0.978148
-0.190693,-0.00665913,0.981627
-0.173542,-0.00606022,0.984808
-0.156339,-0.00545947,0.987688
-0.139088,-0.00485706,0.990268
-0.121795,-0.00425317,0.992546
-0.104465,-0.00364798,0.994522
-0.0871026,-0.00304169,0.996195
-0.0697139,-0.00243446,0.997564
-0.052304,-0.0018265,0.99863
-0.0348782,-0.00121797,0.999391
-0.0174418,-0.000609079,0.999848
3.27316e-015,1.14301e-016,1
0.0174418,0.000609079,0.999848
0.0348782,0.00121797,0.999391
0.052304,0.0018265,0.99863
0.0697139,0.00243446,0.997564
0.0871026,0.00304169,0.996195
0.104465,0.00364798,0.994522
0.121795,0.00425317,0.992546
0.139088,0.00485706,0.990268
0.156339,0.00545947,0.987688
0.173542,0.00606022,0.984808
0.190693,0.00665913,0.981627
0.207785,0.007256,0.978148
0.224814,0.00785067,0.97437
0.241774,0.00844294,0.970296
0.258661,0.00903264,0.965926
0.275469,0.00961959,0.961262
0.292193,0.0102036,0.956305
0.308828,0.0107845,0.951057
0.32537,0.0113621,0.945519
0.341812,0.0119363,0.939693
0.358149,0.0125068,0.933581
0.374378,0.0130736,0.927184
0.390493,0.0136363,0.920505
0.406489,0.0141949,0.913546
0.42236,0.0147491,0.906308
0.438104,0.0152989,0.898794
0.453714,0.015844,0.891007
0.469185,0.0163843,0.882948
0.484514,0.0169196,0.87462
0.499695,0.0174497,0.866026
0.514724,0.0179745,0.857168
0.529596,0.0184939,0.848048
0.544307,0.0190076,0.838671
0.558852,0.0195155,0.829038
0.573227,0.0200175,0.819152
0.587427,0.0205134,0.809017
0.601448,0.021003,0.798636
0.615286,0.0214862,0.788011
0.628937,0.0219629,0.777146
0.642396,0.0224329,0.766045
0.655659,0.0228961,0.75471
0.668723,0.0233523,0.743145
0.681582,0.0238014,0.731354
0.694235,0.0242432,0.71934
0.706676,0.0246776,0.707107
0.718901,0.0251046,0.694659
0.730908,0.0255238,0.681999
0.742692,0.0259353,0.669131
0.754249,0.0263389,0.65606
0.765577,0.0267345,0.642788
0.776672,0.027122,0.629321
0.78753,0.0275011,0.615662
0.798149,0.0278719,0.601816
0.808524,0.0282342,0.587786
0.818653,0.028588,0.573577
0.828532,0.028933,0.559194
0.838159,0.0292691,0.54464
0.847531,0.0295964,0.52992
0.856645,0.0299147,0.515039
0.865497,0.0302238,0.500001
0.874086,0.0305237,0.48481
0.882409,0.0308144,0.469472
0.890463,0.0310956,0.453991
0.898246,0.0313674,0.438372
0.905755,0.0316296,0.422619
0.912989,0.0318822,0.406738
0.919944,0.0321251,0.390732
0.926619,0.0323582,0.374608
0.933011,0.0325814,0.358369
0.93912,0.0327948,0.342021
0.944942,0.0329981,0.325569
0.950477,0.0331914,0.309018
0.955722,0.0333745,0.292373
0.960676,0.0335475,0.275638
0.965337,0.0337103,0.25882
0.969704,0.0338628,0.241923
0.973776,0.034005,0.224952
0.977552,0.0341368,0.207913
0.981029,0.0342583,0.19081
0.984208,0.0343693,0.173649
0.987086,0.0344698,0.156436
0.989665,0.0345598,0.139174
0.991941,0.0346393,0.121871
0.993916,0.0347083,0.10453
0.995588,0.0347667,0.087157
0.996956,0.0348145,0.0697577
0.998021,0.0348516,0.0523372
0.998782,0.0348782,0.0349008
0.999239,0.0348942,0.0174537
0.999391,0.0348995,1.32679e-006
-0.99863,-0.0523359,1.32679e-006
-0.998477,-0.0523279,0.0174537
-0.998021,-0.052304,0.0349008
-0.997261,-0.0522642,0.0523372
-0.996197,-0.0522084,0.0697577
-0.994829,-0.0521368,0.087157
-0.993159,-0.0520492,0.10453
-0.991186,-0.0519458,0.121871
-0.988911,-0.0518266,0.139174
-0.986335,-0.0516916,0.156436
-0.983458,-0.0515408,0.173649
-0.980282,-0.0513743,0.19081
-0.976807,-0.0511922,0.207913
-0.973034,-0.0509945,0.224952
-0.968966,-0.0507813,0.241923
-0.964602,-0.0505526,0.25882
-0.959944,-0.0503085,0.275638
-0.954994,-0.0500491,0.292373
-0.949753,-0.0497744,0.309018
-0.944222,-0.0494846,0.325569
-0.938404,-0.0491797,0.342021
-0.932301,-0.0488598,0.358369
-0.925913,-0.048525,0.374608
-0.919243,-0.0481754,0.390732
-0.912293,-0.0478112,0.406738
-0.905065,-0.0474324,0.422619
-0.897562,-0.0470392,0.438372
-0.889785,-0.0466316,0.453991
-0.881737,-0.0462098,0.469472
-0.873421,-0.045774,0.48481
-0.864838,-0.0453242,0.500001
-0.855992,-0.0448606,0.515039
-0.846885,-0.0443833,0.52992
-0.837521,-0.0438926,0.54464
-0.827901,-0.0433884,0.559194
-0.818029,-0.042871,0.573577
-0.807908,-0.0423406,0.587786
-0.797541,-0.0417973,0.601816
-0.78693,-0.0412412,0.615662
-0.77608,-0.0406726,0.629321
-0.764994,-0.0400916,0.642788
-0.753675,-0.0394984,0.65606
-0.742126,-0.0388931,0.669131
-0.730351,-0.038276,0.681999
-0.718354,-0.0376473,0.694659
-0.706137,-0.0370071,0.707107
-0.693706,-0.0363556,0.71934
-0.681063,-0.035693,0.731354
-0.668213,-0.0350195,0.743145
-0.655159,-0.0343354,0.75471
-0.641906,-0.0336409,0.766045
-0.628457,-0.032936,0.777146
-0.614817,-0.0322212,0.788011
-0.60099,-0.0314965,0.798636
-0.586979,-0.0307623,0.809017
-0.57279,-0.0300186,0.819152
-0.558426,-0.0292658,0.829038
-0.543892,-0.0285042,0.838671
-0.529193,-0.0277338,0.848048
-0.514332,-0.026955,0.857168
-0.499314,-0.0261679,0.866026
-0.484145,-0.0253729,0.87462
-0.468828,-0.0245702,0.882948
-0.453368,-0.02376,0.891007
-0.43777,-0.0229425,0.898794
-0.422039,-0.0221181,0.906308
-0.406179,-0.0212869,0.913546
-0.390195,-0.0204493,0.920505
-0.374093,-0.0196054,0.927184
-0.357877,-0.0187555,0.933581
-0.341551,-0.0178999,0.939693
-0.325122,-0.0170389,0.945519
-0.308593,-0.0161727,0.951057
-0.291971,-0.0153015,0.956305
-0.275259,-0.0144257,0.961262
-0.258464,-0.0135455,0.965926
-0.24159,-0.0126612,0.970296
-0.224643,-0.011773,0.97437
-0.207627,-0.0108812,0.978148
-0.190547,-0.00998615,0.981627
-0.17341,-0.00908803,0.984808
-0.15622,-0.00818713,0.987688
-0.138982,-0.00728375,0.990268
-0.121702,-0.00637814,0.992546
-0.104385,-0.00547059,0.994522
-0.0870362,-0.00456137,0.996195
-0.0696608,-0.00365077,0.997564
-0.0522642,-0.00273905,0.99863
-0.0348516,-0.0018265,0.999391
-0.0174285,-0.000913387,0.999848
3.27067e-015,1.71408e-016,1
0.0174285,0.000913387,0.999848
0.0348516,0.0018265,0.999391
0.0522642,0.00273905,0.99863
0.0696608,0.00365077,0.997564
0.0870362,0.00456137,0.996195
0.104385,0.00547059,0.994522
0.121702,0.00637814,0.992546
0.138982,0.00728375,0.990268
0.15622,0.00818713,0.987688
0.17341,0.00908803,0.984808
0.190547,0.00998615,0.981627
0.207627,0.0108812,0.978148
0.224643,0.011773,0.97437
0.24159,0.0126612,0.970296
0.258464,0.0135455,0.965926
0.275259,0.0144257,0.961262
0.291971,0.0153015,0.956305
0.308593,0.0161727,0.951057
0.325122,0.0170389,0.945519
0.341551,0.0178999,0.939693
0.357877,0.0187555,0.933581
0.374093,0.0196054,0.927184
0.390195,0.0204493,0.920505
0.406179,0.0212869,0.913546
0.422039,0.0221181,0.906308
0.43777,0.0229425,0.898794
0.453368,0.02376,0.891007
0.468828,0.0245702,0.882948
0.484145,0.0253729,0.87462
0.499314,0.0261679,0.866026
0.514332,0.026955,0.857168
0.529193,0.0277338,0.848048
0.543892,0.0285042,0.838671
0.558426,0.0292658,0.829038
0.57279,0.0300186,0.819152
0.586979,0.0307623,0.809017
0.60099,0.0314965,0.798636
0.614817,0.0322212,0.788011
0.628457,0.032936,0.777146
0.641906,0.0336409,0.766045
0.655159,0.0343354,0.75471
0.668213,0.0350195,0.743145
0.681063,0.035693,0.731354
0.693706,0.0363556,0.71934
0.706137,0.0370071,0.707107
0.718354,0.0376473,0.694659
0.730351,0.038276,0.681999
0.742126,0.0388931,0.669131
0.753675,0.0394984,0.65606
0.764994,0.0400916,0.642788
0.77608,0.0406726,0.629321
0.78693,0.0412412,0.615662
0.797541,0.0417973,0.601816
0.807908,0.0423406,0.587786
0.818029,0.042871,0.573577
0.827901,0.0433884,0.559194
0.837521,0.0438926,0.54464
0.846885,0.0443833,0.52992
0.855992,0.0448606,0.515039
0.864838,0.0453242,0.500001
0.873421,0.045774,0.48481
0.881737,0.0462098,0.469472
0.889785,0.0466316,0.453991
0.897562,0.0470392,0.438372
0.905065,0.0474324,0.422619
0.912293,0.0478112,0.406738
0.919243,0.0481754,0.390732
0.925913,0.048525,0.374608
0.932301,0.0488598,0.358369
0.938404,0.0491797,0.342021
0.944222,0.0494846,0.325569
0.949753,0.0497744,0.309018
0.954994,0.0500491,0.292373
0.959944,0.0503085,0.275638
0.964602,0.0505526,0.25882
0.968966,0.0507813,0.241923
0.973034,0.0509945,0.224952
0.976807,0.0511922,0.207913
0.980282,0.0513743,0.19081
0.983458,0.0515408,0.173649
0.986335,0.0516916,0.156436
0.988911,0.0518266,0.139174
0.991186,0.0519458,0.121871
0.993159,0.0520492,0.10453
0.994829,0.0521368,0.087157
0.996197,0.0522084,0.0697577
0.997261,0.0522642,0.0523372
0.998021,0.052304,0.0349008
0.998477,0.0523279,0.0174537
0.99863,0.0523359,1.32679e-006
-0.997564,-0.0697564,1.32679e-006
-0.997412,-0.0697458,0.0174537
-0.996956,-0.0697139,0.0349008
-0.996197,-0.0696608,0.0523372
-0.995134,-0.0695865,0.0697577
-0.993768,-0.069491,0.087157
-0.992099,-0.0693743,0.10453
-0.990128,-0.0692365,0.121871
-0.987856,-0.0690775,0.139174
-0.985282,-0.0688976,0.156436
-0.982409,-0.0686966,0.173649
-0.979236,-0.0684748,0.19081
-0.975765,-0.0682321,0.207913
-0.971996,-0.0679685,0.224952
-0.967932,-0.0676843,0.241923
-0.963573,-0.0673795,0.25882
-0.95892,-0.0670541,0.275638
-0.953975,-0.0667084,0.292373
-0.948739,-0.0663423,0.309018
-0.943215,-0.065956,0.325569
-0.937403,-0.0655496,0.342021
-0.931306,-0.0651232,0.358369
-0.924925,-0.064677,0.374608
-0.918262,-0.0642111,0.390732
-0.91132,-0.0637256,0.406738
-0.9041,-0.0632208,0.422619
-0.896604,-0.0626966,0.438372
-0.888836,-0.0621534,0.453991
-0.880796,-0.0615912,0.469472
-0.872489,-0.0610103,0.48481
-0.863915,-0.0604108,0.500001
-0.855079,-0.0597929,0.515039
-0.845982,-0.0591568,0.52992
-0.836627,-0.0585026,0.54464
-0.827018,-0.0578307,0.559194
-0.817156,-0.0571411,0.573577
-0.807046,-0.0564341,0.587786
-0.79669,-0.0557099,0.601816
-0.786091,-0.0549688,0.615662
-0.775252,-0.0542109,0.629321
-0.764178,-0.0534365,0.642788
-0.752871,-0.0526458,0.65606
-0.741334,-0.0518391,0.669131
-0.729572,-0.0510166,0.681999
-0.717587,-0.0501785,0.694659
-0.705384,-0.0493252,0.707107
-0.692966,-0.0484568,0.71934
-0.680337,-0.0475737,0.731354
-0.6675,-0.0466761,0.743145
-0.65446,-0.0457643,0.75471
-0.641221,-0.0448385,0.766045
-0.627787,-0.0438991,0.777146
-0.614161,-0.0429463,0.788011
-0.600349,-0.0419804,0.798636
-0.586353,-0.0410018,0.809017
-0.572179,-0.0400106,0.819152
-0.55783,-0.0390073,0.829038
-0.543312,-0.037992,0.838671
-0.528628,-0.0369652,0.848048
-0.513783,-0.0359272,0.857168
-0.498782,-0.0348782,0.866026
-0.483628,-0.0338186,0.87462
-0.468328,-0.0327486,0.882948
-0.452884,-0.0316687,0.891007
-0.437303,-0.0305792,0.898794
-0.421588,-0.0294803,0.906308
-0.405746,-0.0283725,0.913546
-0.389779,-0.027256,0.920505
-0.373694,-0.0261312,0.927184
-0.357495,-0.0249984,0.933581
-0.341187,-0.0238581,0.939693
-0.324775,-0.0227104,0.945519
-0.308264,-0.0215559,0.951057
-0.291659,-0.0203948,0.956305
-0.274966,-0.0192275,0.961262
-0.258188,-0.0180543,0.965926
-0.241332,-0.0168756,0.970296
-0.224403,-0.0156918,0.97437
-0.207405,-0.0145032,0.978148
-0.190344,-0.0133101,0.981627
-0.173225,-0.0121131,0.984808
-0.156053,-0.0109123,0.987688
-0.138834,-0.00970821,0.990268
-0.121572,-0.00850116,0.992546
-0.104274,-0.00729152,0.994522
-0.0869434,-0.00607967,0.996195
-0.0695865,-0.00486596,0.997564
-0.0522084,-0.00365077,0.99863
-0.0348145,-0.00243446,0.999391
-0.0174099,-0.00121742,0.999848
3.26718e-015,2.28463e-016,1
0.0174099,0.00121742,0.999848
0.0348145,0.00243446,0.999391
0.0522084,0.00365077,0.99863
0.0695865,0.00486596,0.997564
0.0869434,0.00607967,0.996195
0.104274,0.00729152,0.994522
0.121572,0.00850116,0.992546
0.138834,0.00970821,0.990268
0.156053,0.0109123,0.987688
0.173225,0.0121131,0.984808
0.190344,0.0133101,0.981627
0.207405,0.0145032,0.978148
0.224403,0.0156918,0.97437
0.241332,0.0168756,0.970296
0.258188,0.0180543,0.965926
0.274966,0.0192275,0.961262
0.291659,0.0203948,0.956305
0.308264,0.0215559,0.951057
0.324775,0.0227104,0.945519
0.341187,0.0238581,0.939693
0.357495,0.0249984,0.933581
0.373694,0.0261312,0.927184
0.389779,0.027256,0.920505
0.405746,0.0283725,0.913546
0.421588,0.0294803,0.906308
0.437303,0.0305792,0.898794
0.452884,0.0316687,0.891007
0.468328,0.0327486,0.882948
0.483628,0.0338186,0.87462
0.498782,0.0348782,0.866026
0.513783,0.0359272,0.857168
0.528628,0.0369652,0.848048
0.543312,0.037992,0.838671
0.55783,0.0390073,0.829038
0.572179,0.0400106,0.819152
0.586353,0.0410018,0.809017
0.600349,0.0419804,0.798636
0.614161,0.0429463,0.788011
0.627787,0.0438991,0.777146
0.641221,0.0448385,0.766045
0.65446,0.0457643,0.75471
0.6675,0.0466761,0.743145
0.680337,0.0475737,0.731354
0.692966,0.0484568,0.71934
